URL,Depth,ParentFolderName,nav_order,FileName,FileNameNoSpaces
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/necessary-condition-1-the-matching-law-for-positive-reinforcement.md,3,how-motivation-and-persistence-develop,0,Necessary Condition 1 The Matching Law For Positive Reinforcement.md,Necessarycondition1thematchinglawforpositivereinforcement.md
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/necessary-condition-2-the-matching-law-for-negative-reinforcement.md,3,how-motivation-and-persistence-develop,1,Necessary Condition 2 The Matching Law For Negative Reinforcement.md,Necessarycondition2thematchinglawfornegativereinforcement.md
the-conditions-upon-which-learning-depends/motivational-processes/how-motivation-and-persistence-develop/conditions-which-may-affect-motivation.md,3,how-motivation-and-persistence-develop,2,Conditions Which May Affect Motivation.md,Conditionswhichmayaffectmotivation.md
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-1-the-opportunity-to-observe-models-of-competent-performance.md,3,how-completely-new-behaviours-and-skills-are-acquired,0,Necessary Condition 1 The Opportunity To Observe Models Of Competent Performance.md,Necessarycondition1theopportunitytoobservemodelsofcompetentperformance.md
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-2-the-opportunity-to-practise.md,3,how-completely-new-behaviours-and-skills-are-acquired,1,Necessary Condition 2 The Opportunity To Practise.md,Necessarycondition2theopportunitytopractise.md
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/necessary-condition-3-the-differential-reinforcement-of-improvements-in-performance.md,3,how-completely-new-behaviours-and-skills-are-acquired,2,Necessary Condition 3 The Differential Reinforcement Of Improvements In Performance.md,Necessarycondition3thedifferentialreinforcementofimprovementsinperformance.md
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/conditions-which-can-accelerate-the-acquisition-of-new-behaviours.md,3,how-completely-new-behaviours-and-skills-are-acquired,3,Conditions Which Can Accelerate The Acquisition Of New Behaviours.md,Conditionswhichcanacceleratetheacquisitionofnewbehaviours.md
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-conditions-1-the-opportunity-to-learn-the-sequence-of-steps.md,3,how-new-procedures-are-acquired,0,Necessary Conditions 1 The Opportunity To Learn The Sequence Of Steps.md,Necessaryconditions1theopportunitytolearnthesequenceofsteps.md
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-conditions-2-the-opportunity-to-engage-in-unprompted-practice.md,3,how-new-procedures-are-acquired,1,Necessary Conditions 2 The Opportunity To Engage In Unprompted Practice.md,Necessaryconditions2theopportunitytoengageinunpromptedpractice.md
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-condition-3-differential-reinforcement-of-satisfactory-performances.md,3,how-new-procedures-are-acquired,2,Necessary Condition 3 Differential Reinforcement Of Satisfactory Performances.md,Necessarycondition3differentialreinforcementofsatisfactoryperformances.md
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-condition-4-sufficient-practice-to-ensure-mastery.md,3,how-new-procedures-are-acquired,3,Necessary Condition 4 Sufficient Practice To Ensure Mastery.md,Necessarycondition4sufficientpracticetoensuremastery.md
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/conditions-which-may-affect-the-acquisition-of-new-procedures.md,3,how-new-procedures-are-acquired,4,Conditions Which May Affect The Acquisition Of New Procedures.md,Conditionswhichmayaffecttheacquisitionofnewprocedures.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-1-prompting-of-the-correct-responses.md,3,how-new-equivalence-relations-are-acquired,0,Necessary Condition 1 Prompting Of The Correct Responses.md,Necessarycondition1promptingofthecorrectresponses.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-2-the-opportunity-to-engage-in-discrimination-practice.md,3,how-new-equivalence-relations-are-acquired,1,Necessary Condition 2 The Opportunity To Engage In Discrimination Practice.md,Necessarycondition2theopportunitytoengageindiscriminationpractice.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-3-differential-reinforcement-for-correct-responses,3,how-new-equivalence-relations-are-acquired,2,Necessary Condition 3 Differential Reinforcement For Correct Responses,Necessarycondition3differentialreinforcementforcorrectresponses
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-4-sufficient-practice-to-ensure-retention.md,3,how-new-equivalence-relations-are-acquired,3,Necessary Condition 4 Sufficient Practice To Ensure Retention.md,Necessarycondition4sufficientpracticetoensureretention.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/conditions-which-may-affect-the-learning-of-equivalence-relations.md,3,how-new-equivalence-relations-are-acquired,4,Conditions Which May Affect The Learning Of Equivalence Relations.md,Conditionswhichmayaffectthelearningofequivalencerelations.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-1-prompting-of-correct-responses.md,3,how-conceptual-responses-are-acquired,0,Necessary Condition 1 Prompting Of Correct Responses.md,Necessarycondition1promptingofcorrectresponses.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-2-examples-which-illustrate-the-full-extent-of-the-generalisation.md,3,how-conceptual-responses-are-acquired,1,Necessary Condition 2 Examples Which Illustrate The Full Extent Of The Generalisation.md,Necessarycondition2exampleswhichillustratethefullextentofthegeneralisation.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-3-discrimination-practice.md,3,how-conceptual-responses-are-acquired,2,Necessary Condition 3 Discrimination Practice.md,Necessarycondition3discriminationpractice.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-4-differential-reinforcement-for-correct-responses.md,3,how-conceptual-responses-are-acquired,3,Necessary Condition 4 Differential Reinforcement For Correct Responses.md,Necessarycondition4differentialreinforcementforcorrectresponses.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-5-sufficient-practice-to-ensure-retention.md,3,how-conceptual-responses-are-acquired,4,Necessary Condition 5 Sufficient Practice To Ensure Retention.md,Necessarycondition5sufficientpracticetoensureretention.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/conditions-which-may-accelerate-the-learning-of-new-concepts-and-generalisations.md,3,how-conceptual-responses-are-acquired,5,Conditions Which May Accelerate The Learning Of New Concepts And Generalisations.md,Conditionswhichmayacceleratethelearningofnewconceptsandgeneralisations.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-1-all-essential-information-in-a-form-which-can-be-referred-to-repeatedly.md,3,how-new-knowledge-responses-are-acquired,0,Necessary Condition 1 All Essential Information In A Form Which Can Be Referred To Repeatedly.md,Necessarycondition1allessentialinformationinaformwhichcanbereferredtorepeatedly.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-2-sufficient-interactions-with-each-proposition-to-ensure-retention.md,3,how-new-knowledge-responses-are-acquired,1,Necessary Condition 2 Sufficient Interactions With Each Proposition To Ensure Retention.md,Necessarycondition2sufficientinteractionswitheachpropositiontoensureretention.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-3-differential-reinforcement-for-correct-responses.md,3,how-new-knowledge-responses-are-acquired,2,Necessary Condition 3 Differential Reinforcement For Correct Responses.md,Necessarycondition3differentialreinforcementforcorrectresponses.md
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/conditions-which-may-accelerate-the-learning-of-new-knowledge-responses.md,3,how-new-knowledge-responses-are-acquired,3,Conditions Which May Accelerate The Learning Of New Knowledge Responses.md,Conditionswhichmayacceleratethelearningofnewknowledgeresponses.md
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-1-practice-activities-in-which-increases-in-speed-are-possible.md,3,how-fluency-is-acquired,0,Necessary Condition 1 Practice Activities In Which Increases In Speed Are Possible.md,Necessarycondition1practiceactivitiesinwhichincreasesinspeedarepossible.md
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-2-regular-assessment-of-accuracy-rate-and-reinforcement-for-increases-in-accuracy-rate.md,3,how-fluency-is-acquired,1,Necessary Condition 2 Regular Assessment Of Accuracy Rate And Reinforcement For Increases In Accuracy Rate.md,Necessarycondition2regularassessmentofaccuracyrateandreinforcementforincreasesinaccuracyrate.md
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-3-sufficient-timed-practice-to-achieve-the-fluency-goal.md,3,how-fluency-is-acquired,2,Necessary Condition 3 Sufficient Timed Practice To Achieve The Fluency Goal.md,Necessarycondition3sufficienttimedpracticetoachievethefluencygoal.md
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/conditions-which-may-affect-the-development-of-fluency.md,3,how-fluency-is-acquired,3,Conditions Which May Affect The Development Of Fluency.md,Conditionswhichmayaffectthedevelopmentoffluency.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-mode.md,3,presentation-variables-and-their-effects,0,Effects Of Presentation Mode.md,Effectsofpresentationmode.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-meaningfulness.md,3,presentation-variables-and-their-effects,1,Effects Of Presentation Meaningfulness.md,Effectsofpresentationmeaningfulness.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-length.md,3,presentation-variables-and-their-effects,2,Effects Of Presentation Length.md,Effectsofpresentationlength.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-positive-example-range.md,3,presentation-content-variables-and-their-effects,0,Effects Of Positive Example Range.md,Effectsofpositiveexamplerange.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-negative-example-range.md,3,presentation-content-variables-and-their-effects,1,Effects Of Negative Example Range.md,Effectsofnegativeexamplerange.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-different-example-sequencing-procedures.md,3,presentation-content-variables-and-their-effects,2,Effects Of Different Example Sequencing Procedures.md,Effectsofdifferentexamplesequencingprocedures.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-general-case-teaching-procedures.md,3,presentation-content-variables-and-their-effects,3,Effects Of General Case Teaching Procedures.md,Effectsofgeneralcaseteachingprocedures.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-varying-the-number-of-responses-prompted-at-one-time.md,3,prompting-variables-and-their-effects,0,Effects Of Varying The Number Of Responses Prompted At One Time.md,Effectsofvaryingthenumberofresponsespromptedatonetime.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-variations-in-the-ratio-of-prompted-to-unprompted-responses.md,3,prompting-variables-and-their-effects,1,Effects Of Variations In The Ratio Of Prompted To Unprompted Responses.md,Effectsofvariationsintheratioofpromptedtounpromptedresponses.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-copying-and-non-copying-prompts.md,3,prompting-variables-and-their-effects,2,Effects Of Copying And Non Copying Prompts.md,Effectsofcopyingandnoncopyingprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-prompting-before-during-and-after-presentation-of-the-practice-stimulus.md,3,prompting-variables-and-their-effects,3,Effects Of Prompting Before During And After Presentation Of The Practice Stimulus.md,Effectsofpromptingbeforeduringandafterpresentationofthepracticestimulus.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-varying-the-prompt-delay-interval.md,3,prompting-variables-and-their-effects,4,Effects Of Varying The Prompt Delay Interval.md,Effectsofvaryingthepromptdelayinterval.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-variations-in-the-accuracy-level-of-responding-during-instruction.md,3,prompting-variables-and-their-effects,5,Effects Of Variations In The Accuracy Level Of Responding During Instruction.md,Effectsofvariationsintheaccuracylevelofrespondingduringinstruction.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-stimulus-prompts-and-behaviour-prompts.md,3,prompting-variables-and-their-effects,6,Effects Of Stimulus Prompts And Behaviour Prompts.md,Effectsofstimuluspromptsandbehaviourprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-types-of-stimulus-prompts.md,3,prompting-variables-and-their-effects,7,Effects Of Different Types Of Stimulus Prompts.md,Effectsofdifferenttypesofstimulusprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-procedures-for-fading-stimulus-prompts.md,3,prompting-variables-and-their-effects,8,Effects Of Different Procedures For Fading Stimulus Prompts.md,Effectsofdifferentproceduresforfadingstimulusprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-types-of-behaviour-prompts.md,3,prompting-variables-and-their-effects,9,Effects Of Different Types Of Behaviour Prompts.md,Effectsofdifferenttypesofbehaviourprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-procedures-for-fading-behaviour-prompts.md,3,prompting-variables-and-their-effects,10,Effects Of Different Procedures For Fading Behaviour Prompts.md,Effectsofdifferentproceduresforfadingbehaviourprompts.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-child-initiated-and-teacher-initiated-learning-interactions.md,3,practice-variables-and-their-effects,0,Effects Of Child Initiated And Teacher Initiated Learning Interactions.md,Effectsofchildinitiatedandteacherinitiatedlearninginteractions.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-overt-versus-covert-practice-responses.md,3,practice-variables-and-their-effects,1,Effects Of Overt Versus Covert Practice Responses.md,Effectsofovertversuscovertpracticeresponses.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-constructed-versus-selection-responses.md,3,practice-variables-and-their-effects,2,Effects Of Constructed Versus Selection Responses.md,Effectsofconstructedversusselectionresponses.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-variations-in-response-size-and-response-effort.md,3,practice-variables-and-their-effects,3,Effects Of Variations In Response Size And Response Effort.md,Effectsofvariationsinresponsesizeandresponseeffort.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-variations-in-the-match-between-response-mode-and-intended-learning-outcome.md,3,practice-variables-and-their-effects,4,Effects Of Variations In The Match Between Response Mode And Intended Learning Outcome.md,Effectsofvariationsinthematchbetweenresponsemodeandintendedlearningoutcome.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-untimed-versus-timed-practice.md,3,practice-variables-and-their-effects,5,Effects Of Untimed Versus Timed Practice.md,Effectsofuntimedversustimedpractice.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/effects-of-variations-in-the-number-of-practice-opportunities.md,3,amount-of-practice-and-its-effects,0,Effects Of Variations In The Number Of Practice Opportunities.md,Effectsofvariationsinthenumberofpracticeopportunities.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/the-number-of-practice-responses-required-for-acquisition.md,3,amount-of-practice-and-its-effects,1,The Number Of Practice Responses Required For Acquisition.md,Thenumberofpracticeresponsesrequiredforacquisition.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/effects-of-variations-in-exit-criteria.md,3,amount-of-practice-and-its-effects,2,Effects Of Variations In Exit Criteria.md,Effectsofvariationsinexitcriteria.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-distribution-of-practice-responses-in-time.md,3,practice-schedules-and-their-effects,0,Effects Of Varying The Distribution Of Practice Responses In Time.md,Effectsofvaryingthedistributionofpracticeresponsesintime.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-size-of-the-practice-set.md,3,practice-schedules-and-their-effects,1,Effects Of Varying The Size Of The Practice Set.md,Effectsofvaryingthesizeofthepracticeset.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-number-of-practice-opportunities-per-response-per-session.md,3,practice-schedules-and-their-effects,2,Effects Of Varying The Number Of Practice Opportunities Per Response Per Session.md,Effectsofvaryingthenumberofpracticeopportunitiesperresponsepersession.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-interspersal-ratio.md,3,practice-schedules-and-their-effects,3,Effects Of Varying The Interspersal Ratio.md,Effectsofvaryingtheinterspersalratio.md
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-massed-versus-spaced-practice.md,3,practice-schedules-and-their-effects,4,Effects Of Massed Versus Spaced Practice.md,Effectsofmassedversusspacedpractice.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-two-term-versus-three-term-learning-interactions.md,3,positive-and-negative-reinforcement-and-punishment-contingencies,0,Effects Of Two Term Versus Three Term Learning Interactions.md,Effectsoftwotermversusthreetermlearninginteractions.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-reinforcement-versus-punishment-contingencies.md,3,positive-and-negative-reinforcement-and-punishment-contingencies,1,Effects Of Reinforcement Versus Punishment Contingencies.md,Effectsofreinforcementversuspunishmentcontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-positive-versus-negative-contingencies.md,3,positive-and-negative-reinforcement-and-punishment-contingencies,2,Effects Of Positive Versus Negative Contingencies.md,Effectsofpositiveversusnegativecontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-variations-in-the-timing-of-consequences.md,3,positive-and-negative-reinforcement-and-punishment-contingencies,3,Effects Of Variations In The Timing Of Consequences.md,Effectsofvariationsinthetimingofconsequences.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-biological-reinforcers.md,3,positive-reinforcement-contingencies-and-their-effects,0,Effects Of Biological Reinforcers.md,Effectsofbiologicalreinforcers.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-natural-reinforcers.md,3,positive-reinforcement-contingencies-and-their-effects,1,Effects Of Natural Reinforcers.md,Effectsofnaturalreinforcers.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/premack-s-rule.md,3,positive-reinforcement-contingencies-and-their-effects,2,Premack S Rule.md,Premacksrule.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-social-reinforcement.md,3,positive-reinforcement-contingencies-and-their-effects,3,Effects Of Social Reinforcement.md,Effectsofsocialreinforcement.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-positive-feedback.md,3,positive-reinforcement-contingencies-and-their-effects,4,Effects Of Positive Feedback.md,Effectsofpositivefeedback.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-reinforcement-contingencies-and-their-effects/effects-of-escape-contingencies.md,3,negative-reinforcement-contingencies-and-their-effects,0,Effects Of Escape Contingencies.md,Effectsofescapecontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-reinforcement-contingencies-and-their-effects/effects-of-avoidance-contingencies.md,3,negative-reinforcement-contingencies-and-their-effects,1,Effects Of Avoidance Contingencies.md,Effectsofavoidancecontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-biological-punishers.md,3,positive-punishment-contingencies-and-their-effects,0,Effects Of Biological Punishers.md,Effectsofbiologicalpunishers.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-naturally-occurring-aversive-consequences.md,3,positive-punishment-contingencies-and-their-effects,1,Effects Of Naturally Occurring Aversive Consequences.md,Effectsofnaturallyoccurringaversiveconsequences.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-effortful-tasks-as-consequences.md,3,positive-punishment-contingencies-and-their-effects,2,Effects Of Effortful Tasks As Consequences.md,Effectsofeffortfultasksasconsequences.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-negative-social-reactions.md,3,positive-punishment-contingencies-and-their-effects,3,Effects Of Negative Social Reactions.md,Effectsofnegativesocialreactions.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-negative-feedback.md,3,positive-punishment-contingencies-and-their-effects,4,Effects Of Negative Feedback.md,Effectsofnegativefeedback.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-punishment-contingencies-and-their-effects/effects-of-response-cost-contingencies.md,3,negative-punishment-contingencies-and-their-effects,0,Effects Of Response Cost Contingencies.md,Effectsofresponsecostcontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-punishment-contingencies-and-their-effects/effects-of-time-out-from-reinforcement.md,3,negative-punishment-contingencies-and-their-effects,1,Effects Of Time Out From Reinforcement.md,Effectsoftimeoutfromreinforcement.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/effects-of-removing-a-pre-existing-contingency/effects-of-removing-a-punishment-contingency-recovery.md,3,effects-of-removing-a-pre-existing-contingency,0,Effects Of Removing A Punishment Contingency Recovery.md,Effectsofremovingapunishmentcontingencyrecovery.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/effects-of-removing-a-pre-existing-contingency/effects-of-removing-a-reinforcement-contingency-extinction.md,3,effects-of-removing-a-pre-existing-contingency,1,Effects Of Removing A Reinforcement Contingency Extinction.md,Effectsofremovingareinforcementcontingencyextinction.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-different-dimensions-of-performance.md,3,the-reinforcement-or-punishment-of-particular-dimensions-of-performance,0,Effects Of Reinforcing Different Dimensions Of Performance.md,Effectsofreinforcingdifferentdimensionsofperformance.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-improvements-versus-criterion-performance.md,3,the-reinforcement-or-punishment-of-particular-dimensions-of-performance,1,Effects Of Reinforcing Improvements Versus Criterion Performance.md,Effectsofreinforcingimprovementsversuscriterionperformance.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-task-engagement-versus-accuracy.md,3,the-reinforcement-or-punishment-of-particular-dimensions-of-performance,2,Effects Of Reinforcing Task Engagement Versus Accuracy.md,Effectsofreinforcingtaskengagementversusaccuracy.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-time-based-versus-response-based-contingencies.md,3,the-reinforcement-or-punishment-of-particular-dimensions-of-performance,3,Effects Of Time Based Versus Response Based Contingencies.md,Effectsoftimebasedversusresponsebasedcontingencies.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effects-of-continuous-versus-intermittent-schedules-of-consequences.md,3,schedules-of-reinforcement-and-punishment,0,Effects Of Continuous Versus Intermittent Schedules Of Consequences.md,Effectsofcontinuousversusintermittentschedulesofconsequences.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effects-of-predictable-versus-unpredictable-schedules-of-consequences.md,3,schedules-of-reinforcement-and-punishment,1,Effects Of Predictable Versus Unpredictable Schedules Of Consequences.md,Effectsofpredictableversusunpredictableschedulesofconsequences.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/procedures-for-transferring-control-from-continuous-to-intermittent-schedules-and-their-effects.md,3,schedules-of-reinforcement-and-punishment,2,Procedures For Transferring Control From Continuous To Intermittent Schedules And Their Effects.md,Proceduresfortransferringcontrolfromcontinuoustointermittentschedulesandtheireffects.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effect-of-concurrent-schedules-of-reinforcement-for-appropriate-and-inappropriate-behaviour.md,3,schedules-of-reinforcement-and-punishment,3,Effect Of Concurrent Schedules Of Reinforcement For Appropriate And Inappropriate Behaviour.md,Effectofconcurrentschedulesofreinforcementforappropriateandinappropriatebehaviour.md
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effect-of-concurrent-schedules-of-punishment-for-appropriate-and-inappropriate-behaviour.md,3,schedules-of-reinforcement-and-punishment,4,Effect Of Concurrent Schedules Of Punishment For Appropriate And Inappropriate Behaviour.md,Effectofconcurrentschedulesofpunishmentforappropriateandinappropriatebehaviour.md
